"fue","MUE"
"fue 1","MUE 12"
"fue 3","MUE 21"
"fue 5","MUE 26"
"fue 6","MUE 17"
"fue 7","MUE 34"
"fue 10","MUE 7"
"fue 11","MUE 4"
"fue 12","MUE 20"
"fue 13","MUE 22"
"fue 14","MUE 11"
"fue 16","MUE 5"
"fue 17","MUE 2"
"fue 18","MUE 27"
"fue 19","MUE 13"
"fue 20","MUE 31"
"fue 21","MUE 1"
"fue 22","MUE 32"
"fue 24","MUE 9"
"fue 26","MUE 18"
"fue 27","MUE 25"
"fue 29","MUE 23"
"fue 30","MUE 30"
"fue 32","MUE 24"
"fue 33","MUE 19"
"fue 35","MUE 15"
"fue 36","MUE 33"
"fue 38","MUE 35"
"fue 39","MUE 6"
"fue 40","MUE 36"
"fue 41","MUE 8"
"fue 43","MUE 28"
"fue 46","MUE 3"
"fue 47","MUE 16"
"fue 48","MUE 10"
"fue 53","MUE 14"
"fue 54","MUE 29"
