"fue","MUE"
"fue 2","MUE 33"
"fue 3","MUE 12"
"fue 4","MUE 27"
"fue 9","MUE 9"
"fue 10","MUE 20"
"fue 11","MUE 6"
"fue 13","MUE 18"
"fue 16","MUE 31"
"fue 18","MUE 17"
"fue 19","MUE 34"
"fue 20","MUE 25"
"fue 23","MUE 13"
"fue 26","MUE 11"
"fue 28","MUE 36"
"fue 30","MUE 21"
"fue 34","MUE 22"
"fue 35","MUE 32"
"fue 36","MUE 16"
"fue 37","MUE 29"
"fue 38","MUE 2"
"fue 39","MUE 8"
"fue 41","MUE 7"
"fue 45","MUE 19"
"fue 46","MUE 14"
"fue 47","MUE 35"
"fue 48","MUE 10"
"fue 50","MUE 30"
"fue 51","MUE 3"
"fue 52","MUE 26"
"fue 56","MUE 28"
"fue 58","MUE 4"
"fue 59","MUE 24"
"fue 63","MUE 15"
"fue 64","MUE 1"
"fue 65","MUE 23"
"fue 66","MUE 5"
