"fue","MUE"
"fue 1","MUE 28"
"fue 2","MUE 23"
"fue 3","MUE 14"
"fue 5","MUE 5"
"fue 6","MUE 21"
"fue 7","MUE 20"
"fue 9","MUE 4"
"fue 10","MUE 2"
"fue 11","MUE 26"
"fue 13","MUE 6"
"fue 14","MUE 31"
"fue 15","MUE 7"
"fue 16","MUE 13"
"fue 17","MUE 1"
"fue 18","MUE 15"
"fue 20","MUE 3"
"fue 21","MUE 22"
"fue 25","MUE 9"
"fue 27","MUE 25"
"fue 30","MUE 12"
"fue 31","MUE 16"
"fue 37","MUE 33"
"fue 38","MUE 8"
"fue 42","MUE 24"
"fue 44","MUE 10"
"fue 46","MUE 35"
"fue 47","MUE 19"
"fue 48","MUE 17"
"fue 49","MUE 34"
"fue 50","MUE 29"
"fue 51","MUE 18"
"fue 60","MUE 32"
"fue 61","MUE 27"
"fue 64","MUE 11"
"fue 65","MUE 30"
"fue 66","MUE 36"
