"fue","MUE"
"fue 1","MUE 4"
"fue 2","MUE 21"
"fue 4","MUE 16"
"fue 5","MUE 13"
"fue 10","MUE 8"
"fue 14","MUE 14"
"fue 16","MUE 15"
"fue 18","MUE 23"
"fue 19","MUE 17"
"fue 23","MUE 31"
"fue 25","MUE 9"
"fue 26","MUE 26"
"fue 27","MUE 27"
"fue 28","MUE 32"
"fue 29","MUE 2"
"fue 30","MUE 35"
"fue 31","MUE 29"
"fue 34","MUE 28"
"fue 35","MUE 24"
"fue 36","MUE 7"
"fue 38","MUE 33"
"fue 42","MUE 20"
"fue 43","MUE 6"
"fue 44","MUE 12"
"fue 47","MUE 30"
"fue 48","MUE 3"
"fue 49","MUE 19"
"fue 51","MUE 34"
"fue 52","MUE 25"
"fue 53","MUE 5"
"fue 55","MUE 36"
"fue 60","MUE 1"
"fue 61","MUE 11"
"fue 62","MUE 10"
"fue 63","MUE 22"
"fue 65","MUE 18"
