"fue","MUE"
"fue 1","MUE 26"
"fue 4","MUE 23"
"fue 6","MUE 15"
"fue 7","MUE 12"
"fue 8","MUE 10"
"fue 10","MUE 36"
"fue 12","MUE 5"
"fue 13","MUE 33"
"fue 15","MUE 31"
"fue 17","MUE 35"
"fue 19","MUE 4"
"fue 22","MUE 20"
"fue 24","MUE 2"
"fue 25","MUE 22"
"fue 26","MUE 8"
"fue 27","MUE 19"
"fue 30","MUE 3"
"fue 31","MUE 9"
"fue 32","MUE 24"
"fue 33","MUE 34"
"fue 34","MUE 18"
"fue 35","MUE 14"
"fue 36","MUE 11"
"fue 38","MUE 25"
"fue 39","MUE 16"
"fue 40","MUE 21"
"fue 41","MUE 30"
"fue 42","MUE 1"
"fue 43","MUE 28"
"fue 45","MUE 7"
"fue 48","MUE 29"
"fue 51","MUE 13"
"fue 52","MUE 17"
"fue 55","MUE 27"
"fue 58","MUE 6"
"fue 59","MUE 32"
