"fue","MUE"
"fue 1","MUE 22"
"fue 2","MUE 16"
"fue 3","MUE 1"
"fue 6","MUE 27"
"fue 7","MUE 33"
"fue 8","MUE 21"
"fue 9","MUE 3"
"fue 11","MUE 6"
"fue 13","MUE 36"
"fue 20","MUE 32"
"fue 21","MUE 29"
"fue 22","MUE 7"
"fue 25","MUE 15"
"fue 26","MUE 24"
"fue 31","MUE 25"
"fue 32","MUE 34"
"fue 34","MUE 35"
"fue 35","MUE 5"
"fue 36","MUE 19"
"fue 37","MUE 2"
"fue 40","MUE 13"
"fue 42","MUE 11"
"fue 44","MUE 20"
"fue 45","MUE 4"
"fue 47","MUE 26"
"fue 49","MUE 18"
"fue 50","MUE 9"
"fue 51","MUE 23"
"fue 53","MUE 17"
"fue 54","MUE 8"
"fue 58","MUE 12"
"fue 61","MUE 30"
"fue 62","MUE 10"
"fue 63","MUE 14"
"fue 64","MUE 28"
"fue 70","MUE 31"
