"fue","MUE"
"fue 3","MUE 1"
"fue 8","MUE 16"
"fue 15","MUE 12"
"fue 17","MUE 17"
"fue 22","MUE 20"
"fue 23","MUE 24"
"fue 24","MUE 21"
"fue 27","MUE 9"
"fue 28","MUE 10"
"fue 29","MUE 8"
"fue 31","MUE 34"
"fue 37","MUE 33"
"fue 39","MUE 7"
"fue 41","MUE 30"
"fue 42","MUE 36"
"fue 45","MUE 28"
"fue 46","MUE 32"
"fue 47","MUE 5"
"fue 48","MUE 19"
"fue 49","MUE 35"
"fue 50","MUE 27"
"fue 53","MUE 29"
"fue 54","MUE 4"
"fue 56","MUE 23"
"fue 58","MUE 22"
"fue 59","MUE 14"
"fue 60","MUE 31"
"fue 61","MUE 18"
"fue 62","MUE 13"
"fue 64","MUE 26"
"fue 69","MUE 3"
"fue 71","MUE 11"
"fue 74","MUE 15"
"fue 75","MUE 25"
"fue 76","MUE 6"
"fue 78","MUE 2"
