"fue","MUE"
"fue 5","MUE 11"
"fue 14","MUE 25"
"fue 17","MUE 16"
"fue 18","MUE 30"
"fue 19","MUE 18"
"fue 21","MUE 15"
"fue 24","MUE 4"
"fue 25","MUE 7"
"fue 26","MUE 6"
"fue 27","MUE 33"
"fue 34","MUE 23"
"fue 35","MUE 20"
"fue 36","MUE 21"
"fue 37","MUE 8"
"fue 38","MUE 2"
"fue 42","MUE 26"
"fue 43","MUE 24"
"fue 48","MUE 29"
"fue 50","MUE 34"
"fue 52","MUE 10"
"fue 53","MUE 5"
"fue 56","MUE 12"
"fue 60","MUE 31"
"fue 61","MUE 9"
"fue 62","MUE 3"
"fue 64","MUE 27"
"fue 65","MUE 35"
"fue 66","MUE 19"
"fue 67","MUE 28"
"fue 68","MUE 36"
"fue 69","MUE 17"
"fue 70","MUE 22"
"fue 71","MUE 1"
"fue 72","MUE 32"
"fue 73","MUE 14"
"fue 78","MUE 13"
