"fue","MUE"
"fue 2","MUE 24"
"fue 3","MUE 13"
"fue 4","MUE 14"
"fue 7","MUE 9"
"fue 8","MUE 10"
"fue 11","MUE 29"
"fue 13","MUE 6"
"fue 16","MUE 17"
"fue 20","MUE 4"
"fue 21","MUE 5"
"fue 22","MUE 15"
"fue 24","MUE 27"
"fue 25","MUE 22"
"fue 27","MUE 16"
"fue 30","MUE 20"
"fue 31","MUE 1"
"fue 32","MUE 18"
"fue 33","MUE 25"
"fue 35","MUE 21"
"fue 40","MUE 7"
"fue 41","MUE 23"
"fue 43","MUE 26"
"fue 45","MUE 8"
"fue 51","MUE 33"
"fue 56","MUE 12"
"fue 59","MUE 31"
"fue 60","MUE 36"
"fue 63","MUE 35"
"fue 64","MUE 19"
"fue 65","MUE 11"
"fue 71","MUE 2"
"fue 72","MUE 32"
"fue 76","MUE 3"
"fue 77","MUE 28"
"fue 78","MUE 34"
"fue 82","MUE 30"
