"fue","MUE"
"fue 1","MUE 25"
"fue 2","MUE 11"
"fue 5","MUE 23"
"fue 7","MUE 16"
"fue 8","MUE 18"
"fue 9","MUE 1"
"fue 11","MUE 12"
"fue 12","MUE 13"
"fue 14","MUE 34"
"fue 21","MUE 28"
"fue 22","MUE 17"
"fue 23","MUE 36"
"fue 24","MUE 4"
"fue 26","MUE 7"
"fue 27","MUE 22"
"fue 31","MUE 32"
"fue 32","MUE 24"
"fue 33","MUE 26"
"fue 34","MUE 30"
"fue 36","MUE 19"
"fue 37","MUE 2"
"fue 39","MUE 33"
"fue 40","MUE 31"
"fue 42","MUE 3"
"fue 45","MUE 27"
"fue 47","MUE 5"
"fue 48","MUE 21"
"fue 51","MUE 20"
"fue 52","MUE 14"
"fue 53","MUE 29"
"fue 54","MUE 6"
"fue 55","MUE 15"
"fue 56","MUE 9"
"fue 57","MUE 8"
"fue 58","MUE 10"
"fue 59","MUE 35"
