"fue","MUE"
"fue 2","MUE 3"
"fue 3","MUE 2"
"fue 7","MUE 33"
"fue 8","MUE 15"
"fue 9","MUE 7"
"fue 10","MUE 24"
"fue 11","MUE 34"
"fue 12","MUE 17"
"fue 13","MUE 32"
"fue 14","MUE 21"
"fue 17","MUE 35"
"fue 20","MUE 26"
"fue 22","MUE 29"
"fue 24","MUE 12"
"fue 26","MUE 16"
"fue 29","MUE 36"
"fue 31","MUE 25"
"fue 33","MUE 8"
"fue 34","MUE 30"
"fue 35","MUE 14"
"fue 36","MUE 19"
"fue 37","MUE 13"
"fue 38","MUE 9"
"fue 44","MUE 20"
"fue 47","MUE 10"
"fue 49","MUE 31"
"fue 51","MUE 23"
"fue 52","MUE 28"
"fue 53","MUE 27"
"fue 57","MUE 5"
"fue 58","MUE 11"
"fue 59","MUE 4"
"fue 61","MUE 22"
"fue 65","MUE 18"
"fue 66","MUE 1"
"fue 67","MUE 6"
