"fue","MUE"
"fue 1","MUE 20"
"fue 5","MUE 17"
"fue 7","MUE 9"
"fue 8","MUE 8"
"fue 11","MUE 2"
"fue 12","MUE 12"
"fue 13","MUE 24"
"fue 14","MUE 5"
"fue 15","MUE 4"
"fue 16","MUE 3"
"fue 17","MUE 30"
"fue 18","MUE 33"
"fue 20","MUE 14"
"fue 22","MUE 25"
"fue 23","MUE 6"
"fue 24","MUE 23"
"fue 25","MUE 10"
"fue 26","MUE 26"
"fue 29","MUE 15"
"fue 30","MUE 32"
"fue 32","MUE 36"
"fue 33","MUE 16"
"fue 35","MUE 19"
"fue 36","MUE 11"
"fue 37","MUE 1"
"fue 39","MUE 27"
"fue 40","MUE 31"
"fue 42","MUE 35"
"fue 43","MUE 22"
"fue 45","MUE 7"
"fue 46","MUE 28"
"fue 50","MUE 34"
"fue 51","MUE 18"
"fue 52","MUE 29"
"fue 54","MUE 13"
"fue 57","MUE 21"
