"fue","MUE"
"fue 5","MUE 30"
"fue 10","MUE 35"
"fue 12","MUE 12"
"fue 13","MUE 6"
"fue 14","MUE 33"
"fue 16","MUE 20"
"fue 17","MUE 21"
"fue 18","MUE 23"
"fue 22","MUE 34"
"fue 23","MUE 29"
"fue 25","MUE 22"
"fue 26","MUE 26"
"fue 32","MUE 15"
"fue 33","MUE 28"
"fue 34","MUE 32"
"fue 35","MUE 16"
"fue 36","MUE 13"
"fue 37","MUE 9"
"fue 38","MUE 1"
"fue 39","MUE 7"
"fue 42","MUE 19"
"fue 45","MUE 31"
"fue 47","MUE 25"
"fue 49","MUE 24"
"fue 51","MUE 11"
"fue 53","MUE 2"
"fue 56","MUE 5"
"fue 59","MUE 10"
"fue 60","MUE 17"
"fue 61","MUE 3"
"fue 63","MUE 14"
"fue 65","MUE 18"
"fue 66","MUE 36"
"fue 70","MUE 27"
"fue 76","MUE 4"
"fue 78","MUE 8"
