"fue","MUE"
"fue 2","MUE 7"
"fue 4","MUE 2"
"fue 5","MUE 34"
"fue 7","MUE 12"
"fue 8","MUE 16"
"fue 9","MUE 10"
"fue 10","MUE 9"
"fue 11","MUE 8"
"fue 13","MUE 1"
"fue 18","MUE 27"
"fue 19","MUE 15"
"fue 20","MUE 11"
"fue 22","MUE 30"
"fue 26","MUE 22"
"fue 27","MUE 25"
"fue 28","MUE 23"
"fue 29","MUE 6"
"fue 30","MUE 24"
"fue 33","MUE 13"
"fue 36","MUE 28"
"fue 37","MUE 32"
"fue 38","MUE 3"
"fue 39","MUE 31"
"fue 44","MUE 21"
"fue 45","MUE 4"
"fue 54","MUE 19"
"fue 55","MUE 36"
"fue 56","MUE 18"
"fue 59","MUE 26"
"fue 60","MUE 14"
"fue 61","MUE 20"
"fue 64","MUE 35"
"fue 66","MUE 29"
"fue 73","MUE 5"
"fue 74","MUE 33"
"fue 77","MUE 17"
