"fue","MUE"
"fue 6","MUE 9"
"fue 8","MUE 7"
"fue 10","MUE 21"
"fue 12","MUE 5"
"fue 16","MUE 22"
"fue 19","MUE 34"
"fue 22","MUE 23"
"fue 23","MUE 6"
"fue 24","MUE 10"
"fue 25","MUE 16"
"fue 26","MUE 33"
"fue 27","MUE 11"
"fue 28","MUE 32"
"fue 30","MUE 30"
"fue 33","MUE 36"
"fue 34","MUE 20"
"fue 35","MUE 26"
"fue 43","MUE 1"
"fue 46","MUE 4"
"fue 48","MUE 25"
"fue 51","MUE 3"
"fue 53","MUE 12"
"fue 55","MUE 13"
"fue 56","MUE 15"
"fue 57","MUE 31"
"fue 58","MUE 27"
"fue 59","MUE 28"
"fue 62","MUE 14"
"fue 65","MUE 8"
"fue 67","MUE 17"
"fue 70","MUE 35"
"fue 74","MUE 18"
"fue 75","MUE 2"
"fue 76","MUE 29"
"fue 78","MUE 24"
"fue 83","MUE 19"
