"fue","MUE"
"fue 1","MUE 14"
"fue 6","MUE 20"
"fue 7","MUE 33"
"fue 12","MUE 22"
"fue 17","MUE 5"
"fue 19","MUE 13"
"fue 21","MUE 11"
"fue 22","MUE 16"
"fue 25","MUE 29"
"fue 26","MUE 36"
"fue 28","MUE 1"
"fue 29","MUE 27"
"fue 31","MUE 24"
"fue 32","MUE 19"
"fue 35","MUE 32"
"fue 36","MUE 15"
"fue 37","MUE 34"
"fue 38","MUE 12"
"fue 39","MUE 18"
"fue 42","MUE 3"
"fue 43","MUE 21"
"fue 44","MUE 8"
"fue 46","MUE 9"
"fue 52","MUE 26"
"fue 54","MUE 31"
"fue 56","MUE 4"
"fue 57","MUE 25"
"fue 60","MUE 17"
"fue 61","MUE 6"
"fue 63","MUE 28"
"fue 64","MUE 10"
"fue 65","MUE 7"
"fue 66","MUE 2"
"fue 68","MUE 30"
"fue 70","MUE 35"
"fue 71","MUE 23"
