"fue","MUE"
"fue 2","MUE 12"
"fue 3","MUE 30"
"fue 4","MUE 1"
"fue 5","MUE 36"
"fue 15","MUE 18"
"fue 17","MUE 4"
"fue 19","MUE 22"
"fue 20","MUE 11"
"fue 21","MUE 24"
"fue 22","MUE 3"
"fue 23","MUE 13"
"fue 24","MUE 27"
"fue 27","MUE 32"
"fue 28","MUE 8"
"fue 31","MUE 25"
"fue 33","MUE 9"
"fue 34","MUE 16"
"fue 36","MUE 35"
"fue 39","MUE 21"
"fue 41","MUE 17"
"fue 42","MUE 26"
"fue 44","MUE 15"
"fue 45","MUE 7"
"fue 46","MUE 2"
"fue 47","MUE 14"
"fue 48","MUE 28"
"fue 49","MUE 10"
"fue 52","MUE 23"
"fue 57","MUE 20"
"fue 63","MUE 19"
"fue 66","MUE 34"
"fue 76","MUE 5"
"fue 77","MUE 33"
"fue 81","MUE 31"
"fue 83","MUE 6"
"fue 88","MUE 29"
