"fue","MUE"
"fue 1","MUE 21"
"fue 2","MUE 30"
"fue 3","MUE 5"
"fue 5","MUE 24"
"fue 7","MUE 13"
"fue 8","MUE 28"
"fue 9","MUE 35"
"fue 10","MUE 34"
"fue 11","MUE 12"
"fue 15","MUE 11"
"fue 16","MUE 20"
"fue 19","MUE 16"
"fue 21","MUE 7"
"fue 22","MUE 9"
"fue 23","MUE 8"
"fue 28","MUE 6"
"fue 29","MUE 15"
"fue 31","MUE 26"
"fue 32","MUE 29"
"fue 35","MUE 3"
"fue 36","MUE 22"
"fue 44","MUE 17"
"fue 45","MUE 10"
"fue 47","MUE 25"
"fue 54","MUE 27"
"fue 60","MUE 14"
"fue 61","MUE 1"
"fue 68","MUE 31"
"fue 70","MUE 33"
"fue 72","MUE 4"
"fue 75","MUE 32"
"fue 76","MUE 36"
"fue 79","MUE 19"
"fue 80","MUE 18"
"fue 82","MUE 23"
"fue 83","MUE 2"
