"fue","MUE"
"fue 4","MUE 23"
"fue 6","MUE 13"
"fue 7","MUE 31"
"fue 8","MUE 8"
"fue 11","MUE 25"
"fue 14","MUE 9"
"fue 15","MUE 3"
"fue 16","MUE 7"
"fue 17","MUE 29"
"fue 21","MUE 21"
"fue 22","MUE 18"
"fue 23","MUE 10"
"fue 25","MUE 2"
"fue 26","MUE 32"
"fue 27","MUE 5"
"fue 30","MUE 35"
"fue 37","MUE 34"
"fue 38","MUE 14"
"fue 39","MUE 20"
"fue 40","MUE 4"
"fue 41","MUE 19"
"fue 42","MUE 26"
"fue 46","MUE 11"
"fue 49","MUE 1"
"fue 50","MUE 36"
"fue 51","MUE 15"
"fue 53","MUE 12"
"fue 54","MUE 33"
"fue 56","MUE 17"
"fue 57","MUE 22"
"fue 58","MUE 16"
"fue 59","MUE 28"
"fue 60","MUE 27"
"fue 61","MUE 30"
"fue 63","MUE 6"
"fue 66","MUE 24"
