"fue","MUE"
"fue 1","MUE 16"
"fue 3","MUE 4"
"fue 5","MUE 33"
"fue 6","MUE 36"
"fue 9","MUE 29"
"fue 10","MUE 24"
"fue 11","MUE 3"
"fue 12","MUE 14"
"fue 13","MUE 17"
"fue 19","MUE 21"
"fue 24","MUE 5"
"fue 25","MUE 12"
"fue 26","MUE 25"
"fue 28","MUE 35"
"fue 29","MUE 27"
"fue 31","MUE 30"
"fue 32","MUE 1"
"fue 34","MUE 2"
"fue 35","MUE 11"
"fue 36","MUE 32"
"fue 37","MUE 26"
"fue 41","MUE 20"
"fue 44","MUE 9"
"fue 45","MUE 7"
"fue 46","MUE 23"
"fue 50","MUE 18"
"fue 51","MUE 8"
"fue 52","MUE 31"
"fue 54","MUE 6"
"fue 57","MUE 34"
"fue 59","MUE 15"
"fue 65","MUE 13"
"fue 67","MUE 19"
"fue 68","MUE 22"
"fue 69","MUE 28"
"fue 71","MUE 10"
