"fue","MUE"
"fue 1","MUE 11"
"fue 2","MUE 24"
"fue 4","MUE 17"
"fue 5","MUE 16"
"fue 6","MUE 21"
"fue 8","MUE 3"
"fue 9","MUE 29"
"fue 12","MUE 2"
"fue 16","MUE 10"
"fue 17","MUE 34"
"fue 18","MUE 20"
"fue 21","MUE 33"
"fue 22","MUE 9"
"fue 23","MUE 12"
"fue 24","MUE 22"
"fue 25","MUE 19"
"fue 28","MUE 26"
"fue 29","MUE 23"
"fue 30","MUE 5"
"fue 31","MUE 35"
"fue 32","MUE 4"
"fue 33","MUE 30"
"fue 34","MUE 36"
"fue 35","MUE 6"
"fue 36","MUE 27"
"fue 37","MUE 13"
"fue 38","MUE 31"
"fue 39","MUE 7"
"fue 40","MUE 32"
"fue 41","MUE 25"
"fue 43","MUE 28"
"fue 44","MUE 15"
"fue 45","MUE 1"
"fue 46","MUE 8"
"fue 47","MUE 14"
"fue 48","MUE 18"
