"fue","MUE"
"fue 1","MUE 2"
"fue 6","MUE 30"
"fue 7","MUE 5"
"fue 8","MUE 31"
"fue 12","MUE 7"
"fue 13","MUE 27"
"fue 14","MUE 1"
"fue 15","MUE 21"
"fue 16","MUE 22"
"fue 17","MUE 11"
"fue 18","MUE 10"
"fue 19","MUE 18"
"fue 20","MUE 24"
"fue 23","MUE 36"
"fue 25","MUE 13"
"fue 26","MUE 28"
"fue 27","MUE 25"
"fue 28","MUE 16"
"fue 30","MUE 34"
"fue 31","MUE 4"
"fue 32","MUE 8"
"fue 36","MUE 35"
"fue 37","MUE 6"
"fue 39","MUE 23"
"fue 42","MUE 14"
"fue 45","MUE 9"
"fue 46","MUE 19"
"fue 48","MUE 15"
"fue 49","MUE 32"
"fue 50","MUE 29"
"fue 51","MUE 26"
"fue 52","MUE 20"
"fue 55","MUE 17"
"fue 56","MUE 12"
"fue 58","MUE 3"
"fue 60","MUE 33"
