"fue","MUE"
"fue 1","MUE 13"
"fue 2","MUE 32"
"fue 3","MUE 29"
"fue 5","MUE 22"
"fue 7","MUE 1"
"fue 8","MUE 8"
"fue 10","MUE 36"
"fue 11","MUE 20"
"fue 12","MUE 16"
"fue 13","MUE 28"
"fue 14","MUE 34"
"fue 15","MUE 25"
"fue 18","MUE 23"
"fue 19","MUE 15"
"fue 20","MUE 30"
"fue 21","MUE 31"
"fue 22","MUE 27"
"fue 23","MUE 17"
"fue 24","MUE 33"
"fue 25","MUE 12"
"fue 27","MUE 11"
"fue 28","MUE 18"
"fue 29","MUE 4"
"fue 30","MUE 5"
"fue 31","MUE 2"
"fue 32","MUE 14"
"fue 33","MUE 9"
"fue 34","MUE 10"
"fue 35","MUE 7"
"fue 36","MUE 21"
"fue 41","MUE 26"
"fue 42","MUE 19"
"fue 44","MUE 35"
"fue 45","MUE 3"
"fue 47","MUE 6"
"fue 48","MUE 24"
