"fue","MUE"
"fue 2","MUE 36"
"fue 3","MUE 31"
"fue 4","MUE 12"
"fue 6","MUE 34"
"fue 7","MUE 8"
"fue 11","MUE 19"
"fue 14","MUE 33"
"fue 17","MUE 32"
"fue 19","MUE 29"
"fue 21","MUE 5"
"fue 23","MUE 10"
"fue 24","MUE 30"
"fue 25","MUE 21"
"fue 27","MUE 3"
"fue 30","MUE 28"
"fue 31","MUE 25"
"fue 32","MUE 17"
"fue 33","MUE 35"
"fue 34","MUE 13"
"fue 37","MUE 1"
"fue 39","MUE 15"
"fue 42","MUE 11"
"fue 44","MUE 24"
"fue 45","MUE 7"
"fue 48","MUE 2"
"fue 49","MUE 6"
"fue 53","MUE 26"
"fue 56","MUE 27"
"fue 60","MUE 23"
"fue 63","MUE 9"
"fue 66","MUE 14"
"fue 72","MUE 16"
"fue 73","MUE 22"
"fue 75","MUE 18"
"fue 76","MUE 20"
"fue 78","MUE 4"
