"fue","MUE"
"fue 2","MUE 2"
"fue 5","MUE 23"
"fue 11","MUE 16"
"fue 16","MUE 22"
"fue 17","MUE 5"
"fue 19","MUE 14"
"fue 21","MUE 34"
"fue 23","MUE 15"
"fue 24","MUE 31"
"fue 25","MUE 33"
"fue 30","MUE 11"
"fue 32","MUE 10"
"fue 34","MUE 21"
"fue 35","MUE 25"
"fue 38","MUE 30"
"fue 39","MUE 27"
"fue 41","MUE 19"
"fue 42","MUE 17"
"fue 44","MUE 9"
"fue 46","MUE 12"
"fue 51","MUE 1"
"fue 57","MUE 24"
"fue 58","MUE 6"
"fue 65","MUE 29"
"fue 67","MUE 13"
"fue 68","MUE 20"
"fue 69","MUE 36"
"fue 74","MUE 4"
"fue 75","MUE 18"
"fue 78","MUE 28"
"fue 79","MUE 35"
"fue 80","MUE 8"
"fue 83","MUE 26"
"fue 85","MUE 32"
"fue 89","MUE 7"
"fue 90","MUE 3"
