"fue","MUE"
"fue 1","MUE 13"
"fue 4","MUE 25"
"fue 6","MUE 1"
"fue 7","MUE 30"
"fue 8","MUE 6"
"fue 11","MUE 26"
"fue 12","MUE 3"
"fue 13","MUE 17"
"fue 16","MUE 7"
"fue 18","MUE 29"
"fue 19","MUE 14"
"fue 20","MUE 15"
"fue 21","MUE 9"
"fue 22","MUE 10"
"fue 25","MUE 21"
"fue 26","MUE 19"
"fue 27","MUE 4"
"fue 28","MUE 2"
"fue 32","MUE 22"
"fue 35","MUE 33"
"fue 36","MUE 28"
"fue 38","MUE 5"
"fue 39","MUE 8"
"fue 40","MUE 20"
"fue 47","MUE 36"
"fue 48","MUE 31"
"fue 53","MUE 35"
"fue 54","MUE 16"
"fue 57","MUE 34"
"fue 58","MUE 23"
"fue 61","MUE 18"
"fue 63","MUE 32"
"fue 65","MUE 27"
"fue 66","MUE 11"
"fue 70","MUE 12"
"fue 71","MUE 24"
