"fue","MUE"
"fue 4","MUE 3"
"fue 7","MUE 14"
"fue 10","MUE 2"
"fue 12","MUE 15"
"fue 14","MUE 19"
"fue 15","MUE 30"
"fue 27","MUE 10"
"fue 28","MUE 12"
"fue 30","MUE 23"
"fue 32","MUE 13"
"fue 33","MUE 20"
"fue 34","MUE 26"
"fue 36","MUE 29"
"fue 37","MUE 6"
"fue 41","MUE 9"
"fue 42","MUE 1"
"fue 43","MUE 36"
"fue 44","MUE 35"
"fue 46","MUE 11"
"fue 47","MUE 24"
"fue 48","MUE 25"
"fue 50","MUE 22"
"fue 52","MUE 33"
"fue 53","MUE 28"
"fue 56","MUE 4"
"fue 57","MUE 16"
"fue 58","MUE 18"
"fue 62","MUE 34"
"fue 68","MUE 8"
"fue 74","MUE 32"
"fue 77","MUE 31"
"fue 78","MUE 27"
"fue 79","MUE 17"
"fue 82","MUE 21"
"fue 83","MUE 5"
"fue 88","MUE 7"
