"fue","MUE"
"fue 1","MUE 33"
"fue 2","MUE 4"
"fue 4","MUE 1"
"fue 5","MUE 28"
"fue 6","MUE 19"
"fue 7","MUE 32"
"fue 8","MUE 17"
"fue 9","MUE 25"
"fue 10","MUE 10"
"fue 14","MUE 26"
"fue 16","MUE 30"
"fue 18","MUE 35"
"fue 19","MUE 34"
"fue 20","MUE 12"
"fue 26","MUE 3"
"fue 28","MUE 18"
"fue 30","MUE 22"
"fue 31","MUE 23"
"fue 32","MUE 15"
"fue 33","MUE 31"
"fue 34","MUE 13"
"fue 36","MUE 6"
"fue 37","MUE 27"
"fue 38","MUE 16"
"fue 40","MUE 9"
"fue 41","MUE 11"
"fue 45","MUE 2"
"fue 46","MUE 8"
"fue 47","MUE 7"
"fue 48","MUE 29"
"fue 50","MUE 14"
"fue 53","MUE 24"
"fue 56","MUE 5"
"fue 57","MUE 20"
"fue 58","MUE 21"
"fue 59","MUE 36"
