"fue","MUE"
"fue 4","MUE 9"
"fue 5","MUE 14"
"fue 6","MUE 16"
"fue 7","MUE 8"
"fue 8","MUE 3"
"fue 9","MUE 27"
"fue 10","MUE 30"
"fue 12","MUE 11"
"fue 13","MUE 13"
"fue 14","MUE 25"
"fue 16","MUE 7"
"fue 18","MUE 5"
"fue 20","MUE 21"
"fue 25","MUE 28"
"fue 26","MUE 32"
"fue 27","MUE 33"
"fue 29","MUE 2"
"fue 32","MUE 15"
"fue 35","MUE 10"
"fue 36","MUE 12"
"fue 37","MUE 26"
"fue 39","MUE 17"
"fue 42","MUE 34"
"fue 45","MUE 1"
"fue 48","MUE 36"
"fue 49","MUE 24"
"fue 52","MUE 29"
"fue 53","MUE 35"
"fue 55","MUE 6"
"fue 58","MUE 23"
"fue 59","MUE 4"
"fue 60","MUE 22"
"fue 62","MUE 31"
"fue 63","MUE 19"
"fue 65","MUE 18"
"fue 66","MUE 20"
