"fue","MUE"
"fue 1","MUE 15"
"fue 3","MUE 33"
"fue 4","MUE 1"
"fue 5","MUE 16"
"fue 7","MUE 6"
"fue 9","MUE 18"
"fue 10","MUE 24"
"fue 11","MUE 28"
"fue 12","MUE 34"
"fue 13","MUE 12"
"fue 14","MUE 14"
"fue 15","MUE 36"
"fue 16","MUE 25"
"fue 19","MUE 4"
"fue 21","MUE 5"
"fue 22","MUE 19"
"fue 26","MUE 2"
"fue 27","MUE 17"
"fue 28","MUE 26"
"fue 29","MUE 13"
"fue 30","MUE 20"
"fue 31","MUE 9"
"fue 33","MUE 31"
"fue 34","MUE 7"
"fue 35","MUE 10"
"fue 36","MUE 30"
"fue 37","MUE 22"
"fue 39","MUE 32"
"fue 40","MUE 21"
"fue 43","MUE 3"
"fue 47","MUE 11"
"fue 48","MUE 35"
"fue 49","MUE 23"
"fue 51","MUE 8"
"fue 52","MUE 29"
"fue 53","MUE 27"
