"fue","MUE"
"fue 1","MUE 10"
"fue 2","MUE 32"
"fue 4","MUE 35"
"fue 5","MUE 18"
"fue 8","MUE 33"
"fue 11","MUE 24"
"fue 17","MUE 30"
"fue 19","MUE 8"
"fue 21","MUE 36"
"fue 22","MUE 20"
"fue 23","MUE 7"
"fue 30","MUE 17"
"fue 38","MUE 27"
"fue 40","MUE 15"
"fue 41","MUE 12"
"fue 42","MUE 25"
"fue 43","MUE 13"
"fue 44","MUE 1"
"fue 47","MUE 21"
"fue 51","MUE 11"
"fue 52","MUE 2"
"fue 53","MUE 14"
"fue 55","MUE 5"
"fue 57","MUE 19"
"fue 59","MUE 23"
"fue 60","MUE 29"
"fue 65","MUE 4"
"fue 66","MUE 9"
"fue 69","MUE 6"
"fue 70","MUE 34"
"fue 71","MUE 26"
"fue 72","MUE 16"
"fue 73","MUE 3"
"fue 74","MUE 28"
"fue 75","MUE 22"
"fue 78","MUE 31"
