"fue","MUE"
"fue 1","MUE 29"
"fue 2","MUE 22"
"fue 3","MUE 5"
"fue 4","MUE 7"
"fue 5","MUE 23"
"fue 6","MUE 8"
"fue 7","MUE 28"
"fue 10","MUE 3"
"fue 11","MUE 21"
"fue 13","MUE 16"
"fue 14","MUE 36"
"fue 19","MUE 17"
"fue 21","MUE 2"
"fue 25","MUE 34"
"fue 27","MUE 27"
"fue 28","MUE 12"
"fue 29","MUE 10"
"fue 31","MUE 25"
"fue 32","MUE 14"
"fue 33","MUE 18"
"fue 37","MUE 33"
"fue 38","MUE 9"
"fue 40","MUE 19"
"fue 41","MUE 32"
"fue 42","MUE 4"
"fue 49","MUE 6"
"fue 50","MUE 31"
"fue 52","MUE 35"
"fue 54","MUE 26"
"fue 56","MUE 11"
"fue 60","MUE 1"
"fue 61","MUE 13"
"fue 62","MUE 20"
"fue 66","MUE 15"
"fue 67","MUE 30"
"fue 68","MUE 24"
