"fue","MUE"
"fue 3","MUE 5"
"fue 5","MUE 33"
"fue 12","MUE 23"
"fue 15","MUE 27"
"fue 16","MUE 21"
"fue 17","MUE 6"
"fue 28","MUE 9"
"fue 31","MUE 19"
"fue 35","MUE 11"
"fue 37","MUE 30"
"fue 38","MUE 17"
"fue 41","MUE 34"
"fue 45","MUE 32"
"fue 49","MUE 8"
"fue 50","MUE 4"
"fue 52","MUE 24"
"fue 54","MUE 13"
"fue 58","MUE 36"
"fue 60","MUE 3"
"fue 61","MUE 2"
"fue 62","MUE 25"
"fue 63","MUE 22"
"fue 64","MUE 7"
"fue 65","MUE 20"
"fue 66","MUE 35"
"fue 67","MUE 29"
"fue 71","MUE 14"
"fue 73","MUE 16"
"fue 75","MUE 26"
"fue 76","MUE 12"
"fue 77","MUE 31"
"fue 79","MUE 15"
"fue 83","MUE 1"
"fue 84","MUE 10"
"fue 85","MUE 18"
"fue 87","MUE 28"
