"fue","MUE"
"fue 2","MUE 31"
"fue 3","MUE 10"
"fue 5","MUE 29"
"fue 6","MUE 20"
"fue 9","MUE 36"
"fue 10","MUE 12"
"fue 12","MUE 19"
"fue 17","MUE 8"
"fue 21","MUE 4"
"fue 22","MUE 11"
"fue 25","MUE 30"
"fue 26","MUE 3"
"fue 28","MUE 15"
"fue 30","MUE 24"
"fue 31","MUE 35"
"fue 32","MUE 2"
"fue 33","MUE 1"
"fue 34","MUE 32"
"fue 35","MUE 17"
"fue 36","MUE 28"
"fue 38","MUE 33"
"fue 39","MUE 25"
"fue 41","MUE 7"
"fue 42","MUE 5"
"fue 44","MUE 22"
"fue 49","MUE 27"
"fue 50","MUE 26"
"fue 52","MUE 13"
"fue 53","MUE 6"
"fue 62","MUE 9"
"fue 65","MUE 16"
"fue 68","MUE 18"
"fue 70","MUE 14"
"fue 71","MUE 23"
"fue 75","MUE 21"
"fue 78","MUE 34"
