"fue","MUE"
"fue 1","MUE 12"
"fue 2","MUE 7"
"fue 5","MUE 27"
"fue 6","MUE 8"
"fue 9","MUE 35"
"fue 11","MUE 5"
"fue 15","MUE 36"
"fue 18","MUE 10"
"fue 19","MUE 22"
"fue 21","MUE 13"
"fue 22","MUE 15"
"fue 23","MUE 34"
"fue 24","MUE 14"
"fue 25","MUE 19"
"fue 26","MUE 18"
"fue 28","MUE 28"
"fue 30","MUE 33"
"fue 32","MUE 30"
"fue 35","MUE 21"
"fue 38","MUE 25"
"fue 39","MUE 29"
"fue 41","MUE 2"
"fue 46","MUE 4"
"fue 50","MUE 11"
"fue 52","MUE 23"
"fue 60","MUE 1"
"fue 61","MUE 6"
"fue 63","MUE 20"
"fue 65","MUE 32"
"fue 66","MUE 26"
"fue 69","MUE 3"
"fue 70","MUE 31"
"fue 71","MUE 17"
"fue 72","MUE 16"
"fue 75","MUE 9"
"fue 77","MUE 24"
