"fue","MUE"
"fue 1","MUE 29"
"fue 3","MUE 5"
"fue 4","MUE 17"
"fue 5","MUE 4"
"fue 8","MUE 21"
"fue 12","MUE 7"
"fue 16","MUE 22"
"fue 20","MUE 15"
"fue 21","MUE 23"
"fue 23","MUE 12"
"fue 24","MUE 31"
"fue 25","MUE 35"
"fue 27","MUE 8"
"fue 28","MUE 18"
"fue 33","MUE 24"
"fue 34","MUE 11"
"fue 36","MUE 28"
"fue 37","MUE 6"
"fue 38","MUE 30"
"fue 39","MUE 25"
"fue 40","MUE 26"
"fue 43","MUE 14"
"fue 44","MUE 36"
"fue 46","MUE 27"
"fue 49","MUE 19"
"fue 50","MUE 34"
"fue 51","MUE 2"
"fue 52","MUE 16"
"fue 53","MUE 9"
"fue 54","MUE 10"
"fue 58","MUE 3"
"fue 60","MUE 32"
"fue 61","MUE 33"
"fue 62","MUE 20"
"fue 63","MUE 13"
"fue 64","MUE 1"
