"fue","MUE"
"fue 1","MUE 24"
"fue 4","MUE 10"
"fue 6","MUE 23"
"fue 7","MUE 2"
"fue 8","MUE 27"
"fue 12","MUE 4"
"fue 17","MUE 31"
"fue 18","MUE 18"
"fue 22","MUE 14"
"fue 23","MUE 1"
"fue 25","MUE 7"
"fue 29","MUE 22"
"fue 30","MUE 3"
"fue 33","MUE 28"
"fue 34","MUE 6"
"fue 35","MUE 11"
"fue 38","MUE 12"
"fue 40","MUE 17"
"fue 43","MUE 25"
"fue 44","MUE 9"
"fue 47","MUE 21"
"fue 49","MUE 15"
"fue 50","MUE 32"
"fue 53","MUE 20"
"fue 54","MUE 30"
"fue 55","MUE 5"
"fue 58","MUE 8"
"fue 59","MUE 34"
"fue 61","MUE 33"
"fue 64","MUE 35"
"fue 65","MUE 16"
"fue 68","MUE 29"
"fue 71","MUE 36"
"fue 72","MUE 19"
"fue 74","MUE 26"
"fue 75","MUE 13"
