"fue","MUE"
"fue 1","MUE 19"
"fue 2","MUE 31"
"fue 3","MUE 20"
"fue 4","MUE 15"
"fue 6","MUE 23"
"fue 7","MUE 1"
"fue 9","MUE 2"
"fue 11","MUE 16"
"fue 13","MUE 5"
"fue 14","MUE 28"
"fue 19","MUE 29"
"fue 20","MUE 27"
"fue 21","MUE 9"
"fue 22","MUE 22"
"fue 23","MUE 33"
"fue 25","MUE 8"
"fue 26","MUE 10"
"fue 28","MUE 21"
"fue 29","MUE 17"
"fue 30","MUE 36"
"fue 32","MUE 4"
"fue 33","MUE 26"
"fue 34","MUE 25"
"fue 36","MUE 24"
"fue 37","MUE 32"
"fue 38","MUE 35"
"fue 39","MUE 3"
"fue 41","MUE 6"
"fue 42","MUE 11"
"fue 45","MUE 14"
"fue 52","MUE 34"
"fue 56","MUE 30"
"fue 58","MUE 7"
"fue 60","MUE 13"
"fue 61","MUE 12"
"fue 62","MUE 18"
