"fue","MUE"
"fue 1","MUE 9"
"fue 4","MUE 6"
"fue 5","MUE 15"
"fue 9","MUE 5"
"fue 10","MUE 25"
"fue 11","MUE 34"
"fue 12","MUE 2"
"fue 13","MUE 36"
"fue 14","MUE 17"
"fue 15","MUE 22"
"fue 18","MUE 18"
"fue 19","MUE 7"
"fue 20","MUE 11"
"fue 21","MUE 29"
"fue 22","MUE 23"
"fue 23","MUE 30"
"fue 24","MUE 3"
"fue 25","MUE 1"
"fue 26","MUE 14"
"fue 27","MUE 13"
"fue 28","MUE 31"
"fue 29","MUE 35"
"fue 30","MUE 27"
"fue 34","MUE 16"
"fue 35","MUE 8"
"fue 39","MUE 28"
"fue 42","MUE 12"
"fue 43","MUE 4"
"fue 45","MUE 19"
"fue 46","MUE 20"
"fue 49","MUE 24"
"fue 50","MUE 26"
"fue 51","MUE 32"
"fue 52","MUE 33"
"fue 53","MUE 10"
"fue 54","MUE 21"
