"fue","MUE"
"fue 2","MUE 12"
"fue 3","MUE 13"
"fue 4","MUE 23"
"fue 8","MUE 5"
"fue 9","MUE 16"
"fue 11","MUE 34"
"fue 13","MUE 29"
"fue 15","MUE 31"
"fue 21","MUE 4"
"fue 27","MUE 15"
"fue 28","MUE 3"
"fue 29","MUE 1"
"fue 30","MUE 2"
"fue 31","MUE 24"
"fue 34","MUE 9"
"fue 35","MUE 21"
"fue 39","MUE 22"
"fue 42","MUE 11"
"fue 44","MUE 10"
"fue 46","MUE 32"
"fue 48","MUE 33"
"fue 50","MUE 26"
"fue 51","MUE 14"
"fue 54","MUE 18"
"fue 55","MUE 30"
"fue 57","MUE 27"
"fue 59","MUE 25"
"fue 60","MUE 20"
"fue 63","MUE 17"
"fue 66","MUE 36"
"fue 67","MUE 8"
"fue 69","MUE 7"
"fue 71","MUE 28"
"fue 79","MUE 19"
"fue 81","MUE 35"
"fue 83","MUE 6"
