"fue","MUE"
"fue 2","MUE 18"
"fue 3","MUE 23"
"fue 4","MUE 33"
"fue 5","MUE 9"
"fue 6","MUE 28"
"fue 7","MUE 35"
"fue 11","MUE 11"
"fue 12","MUE 3"
"fue 13","MUE 29"
"fue 16","MUE 4"
"fue 17","MUE 1"
"fue 18","MUE 25"
"fue 19","MUE 12"
"fue 21","MUE 2"
"fue 22","MUE 21"
"fue 23","MUE 30"
"fue 25","MUE 36"
"fue 26","MUE 16"
"fue 27","MUE 6"
"fue 30","MUE 10"
"fue 33","MUE 19"
"fue 34","MUE 20"
"fue 35","MUE 31"
"fue 36","MUE 24"
"fue 37","MUE 22"
"fue 40","MUE 15"
"fue 43","MUE 32"
"fue 44","MUE 7"
"fue 45","MUE 26"
"fue 46","MUE 14"
"fue 48","MUE 5"
"fue 50","MUE 8"
"fue 51","MUE 27"
"fue 52","MUE 13"
"fue 53","MUE 17"
"fue 54","MUE 34"
