"fue","MUE"
"fue 4","MUE 24"
"fue 7","MUE 10"
"fue 8","MUE 8"
"fue 10","MUE 12"
"fue 14","MUE 23"
"fue 18","MUE 16"
"fue 19","MUE 22"
"fue 20","MUE 33"
"fue 22","MUE 6"
"fue 23","MUE 20"
"fue 26","MUE 26"
"fue 27","MUE 14"
"fue 28","MUE 27"
"fue 30","MUE 17"
"fue 34","MUE 15"
"fue 37","MUE 36"
"fue 41","MUE 7"
"fue 42","MUE 5"
"fue 43","MUE 2"
"fue 46","MUE 31"
"fue 47","MUE 34"
"fue 49","MUE 25"
"fue 52","MUE 11"
"fue 53","MUE 35"
"fue 54","MUE 9"
"fue 58","MUE 32"
"fue 60","MUE 28"
"fue 63","MUE 19"
"fue 64","MUE 13"
"fue 65","MUE 4"
"fue 66","MUE 29"
"fue 68","MUE 3"
"fue 69","MUE 1"
"fue 70","MUE 21"
"fue 71","MUE 18"
"fue 72","MUE 30"
