"fue","MUE"
"fue 3","MUE 19"
"fue 4","MUE 2"
"fue 5","MUE 20"
"fue 8","MUE 17"
"fue 10","MUE 34"
"fue 11","MUE 9"
"fue 14","MUE 16"
"fue 15","MUE 6"
"fue 16","MUE 27"
"fue 17","MUE 10"
"fue 19","MUE 1"
"fue 21","MUE 3"
"fue 22","MUE 11"
"fue 23","MUE 14"
"fue 27","MUE 35"
"fue 29","MUE 25"
"fue 30","MUE 23"
"fue 32","MUE 26"
"fue 33","MUE 22"
"fue 34","MUE 33"
"fue 35","MUE 28"
"fue 37","MUE 32"
"fue 42","MUE 8"
"fue 44","MUE 4"
"fue 47","MUE 13"
"fue 49","MUE 21"
"fue 50","MUE 29"
"fue 52","MUE 36"
"fue 54","MUE 18"
"fue 56","MUE 30"
"fue 57","MUE 24"
"fue 58","MUE 12"
"fue 59","MUE 15"
"fue 60","MUE 7"
"fue 61","MUE 5"
"fue 62","MUE 31"
