"fue","MUE"
"fue 2","MUE 29"
"fue 4","MUE 27"
"fue 5","MUE 7"
"fue 8","MUE 11"
"fue 9","MUE 33"
"fue 11","MUE 20"
"fue 12","MUE 2"
"fue 14","MUE 5"
"fue 18","MUE 34"
"fue 19","MUE 22"
"fue 22","MUE 4"
"fue 25","MUE 16"
"fue 28","MUE 1"
"fue 30","MUE 10"
"fue 31","MUE 9"
"fue 33","MUE 32"
"fue 36","MUE 18"
"fue 37","MUE 28"
"fue 38","MUE 35"
"fue 39","MUE 30"
"fue 41","MUE 14"
"fue 44","MUE 6"
"fue 45","MUE 19"
"fue 46","MUE 25"
"fue 52","MUE 23"
"fue 53","MUE 31"
"fue 58","MUE 24"
"fue 62","MUE 3"
"fue 64","MUE 17"
"fue 66","MUE 13"
"fue 69","MUE 36"
"fue 71","MUE 15"
"fue 72","MUE 8"
"fue 74","MUE 12"
"fue 75","MUE 26"
"fue 78","MUE 21"
