"fue","MUE"
"fue 1","MUE 4"
"fue 5","MUE 13"
"fue 6","MUE 20"
"fue 7","MUE 5"
"fue 10","MUE 35"
"fue 11","MUE 22"
"fue 13","MUE 19"
"fue 15","MUE 29"
"fue 16","MUE 23"
"fue 20","MUE 31"
"fue 22","MUE 14"
"fue 23","MUE 15"
"fue 27","MUE 6"
"fue 28","MUE 7"
"fue 29","MUE 2"
"fue 31","MUE 32"
"fue 32","MUE 25"
"fue 33","MUE 27"
"fue 34","MUE 10"
"fue 35","MUE 36"
"fue 43","MUE 18"
"fue 46","MUE 21"
"fue 49","MUE 34"
"fue 51","MUE 33"
"fue 58","MUE 30"
"fue 59","MUE 28"
"fue 61","MUE 24"
"fue 65","MUE 3"
"fue 68","MUE 26"
"fue 72","MUE 17"
"fue 74","MUE 1"
"fue 76","MUE 12"
"fue 77","MUE 16"
"fue 78","MUE 9"
"fue 79","MUE 8"
"fue 84","MUE 11"
