"fue","MUE"
"fue 1","MUE 1"
"fue 3","MUE 2"
"fue 5","MUE 16"
"fue 6","MUE 21"
"fue 8","MUE 35"
"fue 10","MUE 20"
"fue 11","MUE 34"
"fue 12","MUE 18"
"fue 13","MUE 5"
"fue 14","MUE 33"
"fue 16","MUE 17"
"fue 17","MUE 13"
"fue 19","MUE 32"
"fue 20","MUE 27"
"fue 21","MUE 29"
"fue 23","MUE 12"
"fue 26","MUE 22"
"fue 32","MUE 3"
"fue 33","MUE 14"
"fue 35","MUE 30"
"fue 36","MUE 23"
"fue 37","MUE 11"
"fue 39","MUE 24"
"fue 40","MUE 19"
"fue 41","MUE 9"
"fue 44","MUE 31"
"fue 46","MUE 4"
"fue 50","MUE 28"
"fue 53","MUE 26"
"fue 54","MUE 15"
"fue 60","MUE 6"
"fue 63","MUE 10"
"fue 67","MUE 25"
"fue 68","MUE 36"
"fue 71","MUE 8"
"fue 72","MUE 7"
