"fue","MUE"
"fue 6","MUE 20"
"fue 7","MUE 7"
"fue 12","MUE 27"
"fue 19","MUE 30"
"fue 26","MUE 22"
"fue 29","MUE 26"
"fue 37","MUE 8"
"fue 39","MUE 36"
"fue 41","MUE 12"
"fue 43","MUE 3"
"fue 46","MUE 1"
"fue 47","MUE 11"
"fue 48","MUE 33"
"fue 51","MUE 32"
"fue 54","MUE 28"
"fue 55","MUE 23"
"fue 56","MUE 10"
"fue 57","MUE 15"
"fue 59","MUE 35"
"fue 61","MUE 5"
"fue 64","MUE 9"
"fue 66","MUE 6"
"fue 67","MUE 18"
"fue 70","MUE 4"
"fue 72","MUE 34"
"fue 74","MUE 16"
"fue 75","MUE 19"
"fue 77","MUE 14"
"fue 81","MUE 31"
"fue 82","MUE 13"
"fue 83","MUE 25"
"fue 84","MUE 21"
"fue 85","MUE 24"
"fue 86","MUE 29"
"fue 87","MUE 2"
"fue 89","MUE 17"
