"fue","MUE"
"fue 7","MUE 1"
"fue 10","MUE 29"
"fue 13","MUE 3"
"fue 14","MUE 16"
"fue 19","MUE 13"
"fue 20","MUE 17"
"fue 21","MUE 8"
"fue 24","MUE 11"
"fue 25","MUE 20"
"fue 27","MUE 2"
"fue 29","MUE 18"
"fue 36","MUE 19"
"fue 37","MUE 9"
"fue 40","MUE 27"
"fue 42","MUE 6"
"fue 46","MUE 26"
"fue 47","MUE 21"
"fue 48","MUE 36"
"fue 52","MUE 14"
"fue 55","MUE 15"
"fue 57","MUE 25"
"fue 58","MUE 22"
"fue 60","MUE 33"
"fue 61","MUE 7"
"fue 66","MUE 28"
"fue 67","MUE 30"
"fue 74","MUE 35"
"fue 75","MUE 31"
"fue 77","MUE 10"
"fue 79","MUE 24"
"fue 81","MUE 12"
"fue 82","MUE 5"
"fue 84","MUE 23"
"fue 85","MUE 34"
"fue 87","MUE 32"
"fue 88","MUE 4"
