"fue","MUE"
"fue 3","MUE 8"
"fue 5","MUE 28"
"fue 7","MUE 3"
"fue 10","MUE 21"
"fue 12","MUE 29"
"fue 20","MUE 15"
"fue 21","MUE 22"
"fue 23","MUE 17"
"fue 24","MUE 12"
"fue 27","MUE 27"
"fue 28","MUE 11"
"fue 29","MUE 19"
"fue 30","MUE 13"
"fue 31","MUE 2"
"fue 32","MUE 34"
"fue 33","MUE 6"
"fue 34","MUE 26"
"fue 37","MUE 16"
"fue 39","MUE 18"
"fue 42","MUE 4"
"fue 43","MUE 31"
"fue 46","MUE 5"
"fue 47","MUE 25"
"fue 48","MUE 1"
"fue 50","MUE 32"
"fue 51","MUE 7"
"fue 54","MUE 35"
"fue 55","MUE 14"
"fue 56","MUE 23"
"fue 66","MUE 33"
"fue 68","MUE 20"
"fue 74","MUE 30"
"fue 75","MUE 9"
"fue 76","MUE 24"
"fue 77","MUE 36"
"fue 82","MUE 10"
