"fue","MUE"
"fue 2","MUE 28"
"fue 5","MUE 20"
"fue 10","MUE 2"
"fue 16","MUE 29"
"fue 18","MUE 31"
"fue 19","MUE 21"
"fue 20","MUE 26"
"fue 23","MUE 9"
"fue 24","MUE 16"
"fue 28","MUE 8"
"fue 29","MUE 36"
"fue 30","MUE 15"
"fue 31","MUE 35"
"fue 34","MUE 1"
"fue 37","MUE 4"
"fue 38","MUE 18"
"fue 42","MUE 19"
"fue 44","MUE 5"
"fue 46","MUE 23"
"fue 47","MUE 34"
"fue 48","MUE 17"
"fue 50","MUE 3"
"fue 52","MUE 6"
"fue 53","MUE 24"
"fue 54","MUE 12"
"fue 58","MUE 25"
"fue 60","MUE 33"
"fue 61","MUE 13"
"fue 63","MUE 32"
"fue 66","MUE 7"
"fue 67","MUE 30"
"fue 72","MUE 11"
"fue 74","MUE 14"
"fue 76","MUE 22"
"fue 77","MUE 10"
"fue 78","MUE 27"
