"fue","MUE"
"fue 2","MUE 23"
"fue 3","MUE 5"
"fue 8","MUE 35"
"fue 10","MUE 36"
"fue 11","MUE 24"
"fue 12","MUE 7"
"fue 14","MUE 13"
"fue 15","MUE 1"
"fue 17","MUE 31"
"fue 18","MUE 17"
"fue 19","MUE 3"
"fue 25","MUE 18"
"fue 26","MUE 11"
"fue 29","MUE 25"
"fue 30","MUE 4"
"fue 33","MUE 19"
"fue 43","MUE 9"
"fue 44","MUE 32"
"fue 45","MUE 16"
"fue 48","MUE 21"
"fue 49","MUE 26"
"fue 50","MUE 10"
"fue 55","MUE 8"
"fue 62","MUE 12"
"fue 64","MUE 33"
"fue 66","MUE 34"
"fue 71","MUE 20"
"fue 73","MUE 6"
"fue 77","MUE 28"
"fue 79","MUE 14"
"fue 82","MUE 22"
"fue 83","MUE 15"
"fue 85","MUE 30"
"fue 86","MUE 2"
"fue 87","MUE 27"
"fue 90","MUE 29"
