"fue","MUE"
"fue 2","MUE 23"
"fue 6","MUE 1"
"fue 11","MUE 28"
"fue 12","MUE 6"
"fue 16","MUE 11"
"fue 17","MUE 34"
"fue 20","MUE 27"
"fue 21","MUE 4"
"fue 23","MUE 2"
"fue 24","MUE 14"
"fue 25","MUE 12"
"fue 28","MUE 35"
"fue 29","MUE 10"
"fue 34","MUE 16"
"fue 36","MUE 29"
"fue 37","MUE 19"
"fue 41","MUE 30"
"fue 42","MUE 31"
"fue 44","MUE 22"
"fue 45","MUE 18"
"fue 52","MUE 3"
"fue 54","MUE 24"
"fue 60","MUE 7"
"fue 61","MUE 8"
"fue 62","MUE 36"
"fue 66","MUE 21"
"fue 69","MUE 25"
"fue 71","MUE 33"
"fue 74","MUE 20"
"fue 80","MUE 32"
"fue 81","MUE 5"
"fue 82","MUE 26"
"fue 84","MUE 9"
"fue 85","MUE 13"
"fue 88","MUE 15"
"fue 90","MUE 17"
