"fue","MUE"
"fue 1","MUE 36"
"fue 3","MUE 30"
"fue 6","MUE 19"
"fue 9","MUE 5"
"fue 10","MUE 32"
"fue 11","MUE 34"
"fue 14","MUE 33"
"fue 15","MUE 14"
"fue 16","MUE 35"
"fue 17","MUE 31"
"fue 18","MUE 18"
"fue 19","MUE 23"
"fue 20","MUE 17"
"fue 21","MUE 12"
"fue 23","MUE 22"
"fue 24","MUE 3"
"fue 28","MUE 6"
"fue 30","MUE 27"
"fue 31","MUE 26"
"fue 32","MUE 28"
"fue 33","MUE 2"
"fue 37","MUE 16"
"fue 39","MUE 11"
"fue 40","MUE 25"
"fue 41","MUE 13"
"fue 42","MUE 21"
"fue 43","MUE 10"
"fue 44","MUE 4"
"fue 50","MUE 1"
"fue 52","MUE 24"
"fue 53","MUE 15"
"fue 54","MUE 9"
"fue 55","MUE 8"
"fue 57","MUE 29"
"fue 58","MUE 20"
"fue 59","MUE 7"
