"fue","MUE"
"fue 2","MUE 4"
"fue 3","MUE 20"
"fue 4","MUE 11"
"fue 5","MUE 33"
"fue 9","MUE 25"
"fue 11","MUE 18"
"fue 13","MUE 8"
"fue 14","MUE 7"
"fue 16","MUE 23"
"fue 17","MUE 14"
"fue 18","MUE 5"
"fue 20","MUE 21"
"fue 21","MUE 12"
"fue 25","MUE 2"
"fue 27","MUE 9"
"fue 29","MUE 24"
"fue 33","MUE 26"
"fue 35","MUE 15"
"fue 38","MUE 29"
"fue 39","MUE 17"
"fue 41","MUE 19"
"fue 42","MUE 22"
"fue 47","MUE 10"
"fue 49","MUE 6"
"fue 54","MUE 16"
"fue 57","MUE 27"
"fue 59","MUE 36"
"fue 60","MUE 3"
"fue 61","MUE 34"
"fue 63","MUE 31"
"fue 64","MUE 32"
"fue 65","MUE 1"
"fue 67","MUE 28"
"fue 68","MUE 35"
"fue 70","MUE 13"
"fue 71","MUE 30"
