"fue","MUE"
"fue 3","MUE 29"
"fue 4","MUE 4"
"fue 5","MUE 22"
"fue 8","MUE 8"
"fue 11","MUE 3"
"fue 12","MUE 23"
"fue 13","MUE 25"
"fue 16","MUE 28"
"fue 17","MUE 20"
"fue 19","MUE 13"
"fue 23","MUE 36"
"fue 26","MUE 2"
"fue 28","MUE 21"
"fue 29","MUE 33"
"fue 30","MUE 7"
"fue 31","MUE 34"
"fue 32","MUE 30"
"fue 33","MUE 12"
"fue 38","MUE 14"
"fue 41","MUE 17"
"fue 44","MUE 18"
"fue 45","MUE 35"
"fue 46","MUE 9"
"fue 47","MUE 15"
"fue 48","MUE 6"
"fue 49","MUE 11"
"fue 50","MUE 16"
"fue 52","MUE 31"
"fue 53","MUE 32"
"fue 55","MUE 27"
"fue 56","MUE 26"
"fue 57","MUE 5"
"fue 62","MUE 24"
"fue 64","MUE 1"
"fue 65","MUE 19"
"fue 66","MUE 10"
