"fue","MUE"
"fue 3","MUE 36"
"fue 4","MUE 5"
"fue 5","MUE 2"
"fue 6","MUE 26"
"fue 8","MUE 8"
"fue 10","MUE 15"
"fue 11","MUE 34"
"fue 12","MUE 18"
"fue 13","MUE 12"
"fue 19","MUE 22"
"fue 20","MUE 11"
"fue 21","MUE 7"
"fue 24","MUE 31"
"fue 32","MUE 21"
"fue 33","MUE 3"
"fue 38","MUE 14"
"fue 41","MUE 30"
"fue 44","MUE 25"
"fue 46","MUE 16"
"fue 47","MUE 29"
"fue 51","MUE 27"
"fue 55","MUE 9"
"fue 56","MUE 4"
"fue 57","MUE 13"
"fue 58","MUE 1"
"fue 66","MUE 6"
"fue 67","MUE 19"
"fue 68","MUE 17"
"fue 69","MUE 35"
"fue 71","MUE 20"
"fue 73","MUE 33"
"fue 74","MUE 24"
"fue 78","MUE 28"
"fue 80","MUE 23"
"fue 81","MUE 32"
"fue 83","MUE 10"
