"fue","MUE"
"fue 4","MUE 3"
"fue 5","MUE 11"
"fue 7","MUE 23"
"fue 8","MUE 27"
"fue 9","MUE 10"
"fue 13","MUE 32"
"fue 14","MUE 34"
"fue 15","MUE 31"
"fue 16","MUE 7"
"fue 20","MUE 16"
"fue 23","MUE 24"
"fue 30","MUE 18"
"fue 31","MUE 29"
"fue 34","MUE 20"
"fue 35","MUE 26"
"fue 37","MUE 8"
"fue 39","MUE 33"
"fue 40","MUE 22"
"fue 41","MUE 6"
"fue 42","MUE 36"
"fue 45","MUE 19"
"fue 48","MUE 14"
"fue 56","MUE 1"
"fue 57","MUE 9"
"fue 63","MUE 28"
"fue 64","MUE 15"
"fue 66","MUE 25"
"fue 70","MUE 4"
"fue 74","MUE 2"
"fue 78","MUE 21"
"fue 79","MUE 35"
"fue 81","MUE 30"
"fue 82","MUE 17"
"fue 83","MUE 12"
"fue 84","MUE 13"
"fue 89","MUE 5"
