"fue","MUE"
"fue 1","MUE 3"
"fue 3","MUE 23"
"fue 7","MUE 1"
"fue 8","MUE 6"
"fue 9","MUE 24"
"fue 10","MUE 22"
"fue 11","MUE 11"
"fue 12","MUE 8"
"fue 13","MUE 20"
"fue 15","MUE 2"
"fue 16","MUE 27"
"fue 18","MUE 34"
"fue 19","MUE 9"
"fue 20","MUE 28"
"fue 23","MUE 4"
"fue 28","MUE 29"
"fue 30","MUE 36"
"fue 31","MUE 13"
"fue 37","MUE 21"
"fue 40","MUE 33"
"fue 41","MUE 7"
"fue 43","MUE 16"
"fue 45","MUE 18"
"fue 47","MUE 25"
"fue 48","MUE 30"
"fue 49","MUE 12"
"fue 50","MUE 31"
"fue 51","MUE 26"
"fue 54","MUE 5"
"fue 56","MUE 14"
"fue 58","MUE 32"
"fue 59","MUE 10"
"fue 61","MUE 19"
"fue 62","MUE 17"
"fue 64","MUE 35"
"fue 66","MUE 15"
