"fue","MUE"
"fue 1","MUE 11"
"fue 3","MUE 22"
"fue 4","MUE 13"
"fue 5","MUE 4"
"fue 7","MUE 33"
"fue 10","MUE 20"
"fue 11","MUE 25"
"fue 14","MUE 2"
"fue 16","MUE 18"
"fue 21","MUE 24"
"fue 23","MUE 5"
"fue 24","MUE 14"
"fue 25","MUE 7"
"fue 27","MUE 12"
"fue 28","MUE 34"
"fue 29","MUE 19"
"fue 33","MUE 31"
"fue 38","MUE 21"
"fue 39","MUE 28"
"fue 43","MUE 9"
"fue 44","MUE 32"
"fue 45","MUE 29"
"fue 46","MUE 3"
"fue 48","MUE 26"
"fue 49","MUE 8"
"fue 50","MUE 17"
"fue 52","MUE 6"
"fue 53","MUE 23"
"fue 54","MUE 10"
"fue 56","MUE 15"
"fue 57","MUE 16"
"fue 60","MUE 36"
"fue 62","MUE 1"
"fue 63","MUE 35"
"fue 64","MUE 27"
"fue 66","MUE 30"
