"fue","MUE"
"fue 1","MUE 24"
"fue 2","MUE 32"
"fue 4","MUE 28"
"fue 5","MUE 13"
"fue 6","MUE 27"
"fue 8","MUE 7"
"fue 10","MUE 9"
"fue 14","MUE 10"
"fue 16","MUE 18"
"fue 17","MUE 4"
"fue 19","MUE 35"
"fue 20","MUE 5"
"fue 23","MUE 22"
"fue 24","MUE 8"
"fue 25","MUE 36"
"fue 28","MUE 1"
"fue 29","MUE 16"
"fue 31","MUE 25"
"fue 33","MUE 33"
"fue 34","MUE 34"
"fue 35","MUE 6"
"fue 36","MUE 19"
"fue 37","MUE 11"
"fue 38","MUE 15"
"fue 42","MUE 26"
"fue 43","MUE 21"
"fue 44","MUE 2"
"fue 45","MUE 23"
"fue 46","MUE 29"
"fue 47","MUE 3"
"fue 48","MUE 12"
"fue 50","MUE 17"
"fue 51","MUE 14"
"fue 54","MUE 20"
"fue 58","MUE 30"
"fue 60","MUE 31"
