"fue","MUE"
"fue 10","MUE 28"
"fue 12","MUE 20"
"fue 13","MUE 8"
"fue 16","MUE 31"
"fue 18","MUE 33"
"fue 19","MUE 26"
"fue 20","MUE 17"
"fue 21","MUE 14"
"fue 22","MUE 11"
"fue 24","MUE 19"
"fue 26","MUE 1"
"fue 29","MUE 13"
"fue 32","MUE 15"
"fue 34","MUE 22"
"fue 35","MUE 6"
"fue 36","MUE 24"
"fue 37","MUE 23"
"fue 39","MUE 4"
"fue 40","MUE 30"
"fue 41","MUE 9"
"fue 42","MUE 18"
"fue 44","MUE 27"
"fue 45","MUE 29"
"fue 46","MUE 2"
"fue 52","MUE 16"
"fue 54","MUE 21"
"fue 55","MUE 3"
"fue 56","MUE 34"
"fue 57","MUE 12"
"fue 58","MUE 7"
"fue 59","MUE 25"
"fue 62","MUE 10"
"fue 63","MUE 36"
"fue 64","MUE 35"
"fue 65","MUE 32"
"fue 66","MUE 5"
