"fue","MUE"
"fue 1","MUE 1"
"fue 2","MUE 4"
"fue 7","MUE 34"
"fue 9","MUE 22"
"fue 15","MUE 5"
"fue 17","MUE 36"
"fue 18","MUE 23"
"fue 22","MUE 31"
"fue 23","MUE 15"
"fue 24","MUE 16"
"fue 31","MUE 21"
"fue 34","MUE 24"
"fue 35","MUE 28"
"fue 38","MUE 35"
"fue 41","MUE 12"
"fue 45","MUE 2"
"fue 47","MUE 32"
"fue 48","MUE 19"
"fue 49","MUE 11"
"fue 50","MUE 8"
"fue 51","MUE 25"
"fue 54","MUE 30"
"fue 55","MUE 27"
"fue 58","MUE 13"
"fue 59","MUE 33"
"fue 60","MUE 29"
"fue 61","MUE 10"
"fue 62","MUE 9"
"fue 64","MUE 26"
"fue 66","MUE 3"
"fue 73","MUE 14"
"fue 79","MUE 7"
"fue 83","MUE 20"
"fue 86","MUE 18"
"fue 87","MUE 17"
"fue 89","MUE 6"
