"fue","MUE"
"fue 6","MUE 5"
"fue 7","MUE 18"
"fue 10","MUE 10"
"fue 12","MUE 26"
"fue 14","MUE 20"
"fue 19","MUE 15"
"fue 20","MUE 13"
"fue 22","MUE 9"
"fue 25","MUE 2"
"fue 31","MUE 22"
"fue 33","MUE 23"
"fue 34","MUE 19"
"fue 35","MUE 29"
"fue 36","MUE 27"
"fue 37","MUE 30"
"fue 39","MUE 14"
"fue 41","MUE 28"
"fue 43","MUE 6"
"fue 44","MUE 32"
"fue 45","MUE 24"
"fue 49","MUE 17"
"fue 50","MUE 1"
"fue 51","MUE 11"
"fue 54","MUE 3"
"fue 55","MUE 12"
"fue 56","MUE 7"
"fue 57","MUE 36"
"fue 58","MUE 35"
"fue 60","MUE 16"
"fue 62","MUE 25"
"fue 63","MUE 31"
"fue 65","MUE 34"
"fue 66","MUE 8"
"fue 67","MUE 21"
"fue 69","MUE 33"
"fue 70","MUE 4"
