"fue","MUE"
"fue 1","MUE 13"
"fue 3","MUE 22"
"fue 4","MUE 28"
"fue 5","MUE 27"
"fue 6","MUE 14"
"fue 7","MUE 35"
"fue 8","MUE 36"
"fue 10","MUE 18"
"fue 11","MUE 10"
"fue 14","MUE 7"
"fue 15","MUE 29"
"fue 16","MUE 33"
"fue 17","MUE 11"
"fue 19","MUE 15"
"fue 20","MUE 9"
"fue 21","MUE 4"
"fue 23","MUE 17"
"fue 25","MUE 34"
"fue 27","MUE 23"
"fue 31","MUE 1"
"fue 32","MUE 5"
"fue 34","MUE 20"
"fue 35","MUE 24"
"fue 36","MUE 21"
"fue 37","MUE 6"
"fue 38","MUE 32"
"fue 40","MUE 12"
"fue 42","MUE 31"
"fue 43","MUE 8"
"fue 44","MUE 3"
"fue 46","MUE 16"
"fue 47","MUE 2"
"fue 49","MUE 30"
"fue 50","MUE 25"
"fue 51","MUE 19"
"fue 52","MUE 26"
